Astrocyte,B cells,Endothelial cells,Fibroblasts,Macrophage,Microglia,Monocyte DC,Mural cells,Neuron,Neutrophil,NK,Oligodendrocytes,OPC,T cells,Naive T cells
Tmem33,,,,,,,,Mrpl14,,,Tm9sf2,0610012G03Rik,,
Polr1c,,,,,,,,Rps27l,,,Rnf113a2,2610001J05Rik,,
4833420G17Rik,,,,,,,,Stip1,,,Mrps21,Cisd1,,
Atxn10,,,,,,,,Fyttd1,,,Zfp445,Inpp5f,,
Gtf2h5,,,,,,,,Tbc1d17,,,Aurkaip1,R3hdm4,,
Pdcd4,,,,,,,,Sp3,,,BC004004,Hypk,,
Commd6,,,,,,,,Dctn2,,,Atn1,Cebpd,,
5730455P16Rik,,,,,,,,Mrpl53,,,Rala,Cdk13,,
Thap12,,,,,,,,Mgat5,,,Nsmce4a,Pde4b,,
Cwf19l2,,,,,,,,Galnt11,,,Mxi1,Ddx18,,
Stx17,,,,,,,,Uba2,,,Stag2,Znrf1,,
Cry1,,,,,,,,Bcl9l,,,Psmd2,Ist1,,
Supt20,,,,,,,,Vps50,,,4931406C07Rik,Notch1,,
Cdk2ap1,,,,,,,,Upf2,,,Psmd1,Tspan13,,
Chd6,,,,,,,,Atad2b,,,Ndufb5,Pnpla8,,
Snrpa,,,,,,,,Cop1,,,BC005624,Fus,,
Lrp6,,,,,,,,Znhit1,,,Atxn10,Trim35,,
Slc25a12,,,,,,,,Hmgb2,,,Eif2s3x,,,
Hdgfl3,,,,,,,,Aida,,,Dmxl1,,,
Iars2,,,,,,,,Akap8l,,,Map2k1,,,
Ryk,,,,,,,,Phf20,,,Wipi2,,,
Aldh9a1,,,,,,,,Hcfc1,,,Prkd3,,,
Dhx40,,,,,,,,Armcx5,,,Lamtor2,,,
Hnrnpll,,,,,,,,Psmb5,,,Ndufa7,,,
Rab9,,,,,,,,Eri3,,,Ei24,,,
Ndufb9,,,,,,,,Lsm12,,,Ggps1,,,
Rpn2,,,,,,,,Mdh2,,,Mzt1,,,
Stip1,,,,,,,,Arhgef2,,,Pdcd5,,,
Etfb,,,,,,,,Ndufb2,,,Ddb1,,,
Tsen34,,,,,,,,Setdb1,,,Cox7b,,,
Sik3,,,,,,,,Ccnt2,,,Ppp1r21,,,
Prxl2c,,,,,,,,Fus,,,Mcrip1,,,
Tcf7l2,,,,,,,,Ppm1b,,,Pip4p1,,,
Tob1,,,,,,,,Hspd1,,,Ncoa6,,,
Klhl5,,,,,,,,Cmip,,,Atf7,,,
Mob1b,,,,,,,,Cul5,,,Bola2,,,
Stub1,,,,,,,,Tnks,,,Sars,,,
Comt,,,,,,,,Cnot1,,,Bod1l,,,
Guk1,,,,,,,,Zfp410,,,1110004F10Rik,,,
Vegfb,,,,,,,,Kctd20,,,Nosip,,,
Atxn7l3b,,,,,,,,Dhx15,,,Vps37a,,,
Gatad1,,,,,,,,Znhit3,,,Med29,,,
Rest,,,,,,,,Nudc,,,Ap2a2,,,
Rnf5,,,,,,,,Timm22,,,Ube4a,,,
Hk1,,,,,,,,Farsa,,,Smim7,,,
Mrps5,,,,,,,,Psmb2,,,Psmd7,,,
Stx16,,,,,,,,Tpt1,,,Actr10,,,
Mgat4b,,,,,,,,Tmem258,,,Retreg3,,,
Brd9,,,,,,,,Zyg11b,,,Tmem123,,,
Nkap,,,,,,,,Wdr70,,,Acadvl,,,
Mrps12,,,,,,,,Setd7,,,Ppp1r7,,,
St13,,,,,,,,Fam133b,,,Map1lc3b,,,
Kdm3a,,,,,,,,Mtpap,,,Ate1,,,
Gar1,,,,,,,,Cep120,,,Bbx,,,
Sec61b,,,,,,,,Znrf1,,,Mon2,,,
Snrpf,,,,,,,,Rab11b,,,Ntan1,,,
Tkt,,,,,,,,Hmgcs1,,,Odr4,,,
Psmg4,,,,,,,,Mrpl51,,,Retreg2,,,
Rae1,,,,,,,,Prpf4b,,,Dync1li1,,,
Cox7c,,,,,,,,Rps19bp1,,,Ubxn1,,,
Os9,,,,,,,,Eif2s3x,,,Fkbp2,,,
Twf1,,,,,,,,Srebf2,,,Hnrnph3,,,
Sacm1l,,,,,,,,Gsto1,,,Nampt,,,
Lancl1,,,,,,,,Pmvk,,,Dop1a,,,
Sec14l1,,,,,,,,Smn1,,,Mrpl42,,,
Dtd1,,,,,,,,Meaf6,,,Brd8,,,
Mea1,,,,,,,,Mrps12,,,Tbc1d15,,,
Pgrmc2,,,,,,,,Knop1,,,Mtss1,,,
Ddx1,,,,,,,,Ostc,,,Tomm22,,,
Tcf4,,,,,,,,Lbh,,,Emc3,,,
Sdhc,,,,,,,,Bag5,,,Gtf3c1,,,
Reep5,,,,,,,,Smc1a,,,Med28,,,
Ssrp1,,,,,,,,Psmg3,,,Ccdc124,,,
Ensa,,,,,,,,Mrfap1,,,Arid1b,,,
Smdt1,,,,,,,,Eif2s3y,,,Myo9a,,,
Arl5a,,,,,,,,Prpf31,,,Stip1,,,
Nsrp1,,,,,,,,Smad2,,,Hras,,,
Ap4s1,,,,,,,,Selenok,,,Arl1,,,
Exosc3,,,,,,,,Tob1,,,Brd7,,,
Tomm6,,,,,,,,BC031181,,,Ccser2,,,
Scarb2,,,,,,,,Gigyf2,,,Anapc5,,,
Tbc1d9b,,,,,,,,Drap1,,,Uchl3,,,
Vezf1,,,,,,,,Chd8,,,Pgam1,,,
Usf1,,,,,,,,Cox6a1,,,Znhit1,,,
Mnat1,,,,,,,,Coro1c,,,Akr1b3,,,
Ndufa4,,,,,,,,Fam114a2,,,Cetn3,,,
Napg,,,,,,,,Eef2k,,,2310011J03Rik,,,
Cenpx,,,,,,,,Rars,,,Dazap2,,,
Il6st,,,,,,,,Strn4,,,Crebzf,,,
Ndufb6,,,,,,,,Ankrd12,,,Ube4b,,,
Pdcd5,,,,,,,,Erg28,,,Bloc1s2,,,
Atl2,,,,,,,,Zmynd11,,,Tspyl1,,,
Mul1,,,,,,,,Khdc4,,,Fam45a,,,
Impad1,,,,,,,,Akap8,,,Aasdhppt,,,
Timp2,,,,,,,,Zfp90,,,Smarca2,,,
Hnrnpf,,,,,,,,Kdm7a,,,Mrps34,,,
Mrpl58,,,,,,,,Ppan,,,Fam117b,,,
Pam16,,,,,,,,Exoc7,,,Phax,,,
Arf5,,,,,,,,Atp5d,,,Dcaf8,,,
Paxbp1,,,,,,,,Cdc42se2,,,Etfb,,,
Htt,,,,,,,,Lsm4,,,Tcea1,,,
Pmm1,,,,,,,,Txndc16,,,Atp6v0a1,,,
Mrpl36,,,,,,,,Ddx6,,,Uqcc3,,,
Mrps25,,,,,,,,Atp6v1h,,,Edf1,,,
Dpm3,,,,,,,,Ccdc59,,,Polr2c,,,
Psmg2,,,,,,,,Afg3l1,,,Mrpl17,,,
Tmem230,,,,,,,,Tmem208,,,Chmp2b,,,
Babam1,,,,,,,,Ercc5,,,Mrpl11,,,
Ndufs1,,,,,,,,Ccdc186,,,Prrc2b,,,
Pcnt,,,,,,,,Cdc5l,,,Pgrmc1,,,
Ndufa2,,,,,,,,Clk3,,,Chm,,,
Mplkip,,,,,,,,Ldb1,,,Ndufs8,,,
Ormdl2,,,,,,,,Sf3b5,,,Sec13,,,
Atn1,,,,,,,,Pds5b,,,Tmem234,,,
Rad23a,,,,,,,,Zfp771,,,Hspa9,,,
Znhit3,,,,,,,,Usp9x,,,Arpc5,,,
Ndufb4,,,,,,,,Sun1,,,Rnf146,,,
Micos13,,,,,,,,Lsg1,,,Leprot,,,
Clcn3,,,,,,,,Ppia,,,Cir1,,,
9330159F19Rik,,,,,,,,Ndufv2,,,Cep120,,,
Smurf2,,,,,,,,Fgd4,,,Mrps6,,,
Insig2,,,,,,,,Fam122a,,,Pex7,,,
Prpf8,,,,,,,,Ktn1,,,Sptlc1,,,
Wdr61,,,,,,,,Igsf8,,,Rsf1,,,
Kif2a,,,,,,,,Uqcrc2,,,Psma2,,,
Atxn2,,,,,,,,Snhg12,,,Crybg3,,,
Sbno2,,,,,,,,Fbxo28,,,Mrpl57,,,
Rabac1,,,,,,,,Bola1,,,Sap30bp,,,
Fam120b,,,,,,,,Psmb7,,,Sf3b2,,,
Rbbp7,,,,,,,,Kdm2a,,,Vapb,,,
Tmem50b,,,,,,,,Hsd17b10,,,Zbtb8os,,,
Nfic,,,,,,,,7-Mar,,,Mfap1a,,,
Atp5g3,,,,,,,,Eif4b,,,Aarsd1,,,
Pdrg1,,,,,,,,Dop1a,,,Ggh,,,
Fam171b,,,,,,,,Rnf168,,,Lats1,,,
Mpc2,,,,,,,,Appbp2,,,Mmadhc,,,
Eif4g3,,,,,,,,Strap,,,Usp9x,,,
Hs2st1,,,,,,,,Rabep1,,,Matr3,,,
Crebrf,,,,,,,,Psma6,,,Alkbh5,,,
Abr,,,,,,,,2210016L21Rik,,,Tmem41b,,,
Grcc10,,,,,,,,Cops4,,,Nudcd2,,,
Fubp1,,,,,,,,Pigp,,,Eny2,,,
Amfr,,,,,,,,Ulk1,,,BC003965,,,
Dpm1,,,,,,,,Nkapd1,,,Pcif1,,,
Mrpl13,,,,,,,,Zcchc8,,,Psmb4,,,
Zbtb4,,,,,,,,Camsap2,,,Supt16,,,
Fem1b,,,,,,,,Gna11,,,Mrpl23,,,
Tmem184c,,,,,,,,Tsc22d2,,,Hgs,,,
Supt16,,,,,,,,Phc2,,,Trip11,,,
Fbxo32,,,,,,,,Atp5h,,,Lsm3,,,
Klhl9,,,,,,,,Sem1,,,Trappc2l,,,
Tap2,,,,,,,,Rfxap,,,Lsm4,,,
Zwint,,,,,,,,Mapk1ip1l,,,Trappc4,,,
Abraxas2,,,,,,,,Vrk1,,,Metap2,,,
Kdm5b,,,,,,,,Rae1,,,Jak2,,,
Tax1bp1,,,,,,,,Psmb4,,,Micos13,,,
Med28,,,,,,,,Ttc14,,,Rnaseh2c,,,
Hgs,,,,,,,,1110059G10Rik,,,Polr2i,,,
Ccser2,,,,,,,,Thap2,,,Ssna1,,,
Dars,,,,,,,,Mcrs1,,,Gle1,,,
Ndufs7,,,,,,,,Rbm26,,,Dpy30,,,
Dynll2,,,,,,,,Ndufa2,,,Ppp2ca,,,
Zfp445,,,,,,,,Slirp,,,Stx7,,,
Ssbp1,,,,,,,,Rcbtb2,,,Tomm6,,,
Sesn1,,,,,,,,Gtf3c2,,,Cyld,,,
Atp5o,,,,,,,,Pcmt1,,,Mtch2,,,
Bcl7c,,,,,,,,Cep295,,,Arpc5l,,,
4833439L19Rik,,,,,,,,Tmem222,,,Rchy1,,,
Rab24,,,,,,,,Fam214a,,,Rbx1,,,
Atp11a,,,,,,,,Timm17b,,,Exosc4,,,
Eif1a,,,,,,,,Eif3m,,,Ufc1,,,
Ganab,,,,,,,,Ppwd1,,,Pdcd6,,,
Txlng,,,,,,,,Ube2k,,,D5Ertd579e,,,
Cox7b,,,,,,,,Adprhl2,,,Ddx17,,,
Bcap29,,,,,,,,Pcif1,,,Cbx4,,,
Zfp608,,,,,,,,Dpf2,,,Faf2,,,
Rnf6,,,,,,,,Sap30l,,,Eif2ak1,,,
Arhgap39,,,,,,,,Cops3,,,Rc3h2,,,
Mga,,,,,,,,Ppp2ca,,,Nrd1,,,
Uqcrc2,,,,,,,,Las1l,,,Ndufv3,,,
Ikzf2,,,,,,,,Fam120b,,,Ifi27,,,
Atrn,,,,,,,,Tmed4,,,Myef2,,,
Nhp2,,,,,,,,Pum2,,,Zfp91,,,
Rps27l,,,,,,,,Ddx1,,,Atp6v0d1,,,
Rasal2,,,,,,,,Bscl2,,,Aimp1,,,
Uqcr10,,,,,,,,Sgce,,,Polr2k,,,
Tnrc6a,,,,,,,,Taf1,,,Vdac3,,,
Lars,,,,,,,,Rab12,,,Ppid,,,
Polr2f,,,,,,,,Brcc3,,,Gadd45gip1,,,
Mrpl50,,,,,,,,Copz1,,,Mgrn1,,,
Srek1,,,,,,,,Oxa1l,,,Mrps24,,,
B230219D22Rik,,,,,,,,Dcps,,,Yif1b,,,
Snrnp200,,,,,,,,Ubxn1,,,Rrs1,,,
Sucla2,,,,,,,,Grpel1,,,Zranb2,,,
Dld,,,,,,,,Thap12,,,Dph3,,,
Aamdc,,,,,,,,Srrm2,,,Smad1,,,
Asf1a,,,,,,,,Larp7,,,Atp5j,,,
Cdk17,,,,,,,,Mrpl41,,,Polr2b,,,
Ptprs,,,,,,,,Mettl16,,,Ppp2r1a,,,
Cox14,,,,,,,,Gps1,,,Ppp2r5a,,,
Ppp1r9a,,,,,,,,Luc7l2,,,Fbxo9,,,
Polr2b,,,,,,,,Pfdn6,,,Trappc3,,,
Etnk1,,,,,,,,Tomm5,,,Fxr1,,,
Akap8l,,,,,,,,Rnf14,,,Psma7,,,
Mxd4,,,,,,,,Ppil2,,,Emsy,,,
Nap1l1,,,,,,,,Clcn4,,,Pdzd8,,,
Snapin,,,,,,,,Fam76b,,,Psmd4,,,
Ptpra,,,,,,,,Coa3,,,Zfp706,,,
Fubp3,,,,,,,,Med7,,,Sucla2,,,
Desi2,,,,,,,,Cand1,,,Nr2c2ap,,,
Ppp5c,,,,,,,,Nktr,,,Washc4,,,
Mrpl55,,,,,,,,Gtf2h1,,,Eif3g,,,
Yif1a,,,,,,,,Dmwd,,,Knop1,,,
Nudt21,,,,,,,,Heca,,,Mrpl15,,,
Dlgap4,,,,,,,,Ppp3r1,,,Ppp1r9a,,,
Hnrnpr,,,,,,,,Rdx,,,Fbxl3,,,
Notch2,,,,,,,,Alyref,,,Itsn2,,,
Ndufv2,,,,,,,,2510009E07Rik,,,Ctnnd1,,,
Rbis,,,,,,,,Fbxw2,,,Arl13b,,,
Ccnd3,,,,,,,,Fip1l1,,,Csnk2b,,,
Prkag1,,,,,,,,Phf5a,,,Mif4gd,,,
Cops6,,,,,,,,Scand1,,,Pfdn2,,,
Cpne3,,,,,,,,Mrpl55,,,Wipf2,,,
Pfdn5,,,,,,,,Tmem126a,,,Hook3,,,
Tmem223,,,,,,,,Insr,,,Atp5c1,,,
Ncoa1,,,,,,,,Lsm2,,,Asf1a,,,
Tmem256,,,,,,,,Imp3,,,Rbm22,,,
Cbx1,,,,,,,,Hras,,,Zmpste24,,,
Zfp106,,,,,,,,Emc4,,,Rrp1,,,
Phb,,,,,,,,Pum3,,,D10Wsu102e,,,
Med21,,,,,,,,Dld,,,Rpp21,,,
Fasn,,,,,,,,Ythdc2,,,Spns1,,,
Sf3b6,,,,,,,,Cdv3,,,Chchd7,,,
Gpatch11,,,,,,,,Ikzf5,,,Fmr1,,,
Hsbp1,,,,,,,,Ak2,,,Micos10,,,
Sdhaf1,,,,,,,,Suds3,,,Bcas2,,,
Tle3,,,,,,,,Zfp646,,,Emc6,,,
Helz,,,,,,,,Fdps,,,Prkar1a,,,
Fastk,,,,,,,,Armc1,,,Tpd52l2,,,
Mrpl2,,,,,,,,Rgmb,,,Hnrnpr,,,
Btbd7,,,,,,,,Akt1,,,Pdha1,,,
Bod1l,,,,,,,,Atf7ip,,,Eloc,,,
Hsp90b1,,,,,,,,Rpl4,,,Ormdl2,,,
Ndufa1,,,,,,,,Krit1,,,Cab39,,,
Spop,,,,,,,,Stub1,,,Sar1b,,,
Atp5l,,,,,,,,Ubac1,,,Gorasp2,,,
Pnpla8,,,,,,,,Mrpl35,,,Ndufa9,,,
Tpp1,,,,,,,,Tpr,,,Pnpla8,,,
Lrch3,,,,,,,,Hspa13,,,Ptpa,,,
Smarcb1,,,,,,,,Rnf4,,,Gtf2f1,,,
Rexo2,,,,,,,,Zmym5,,,Sh3kbp1,,,
Pkn2,,,,,,,,Bcl7c,,,Smim10l1,,,
Idi1,,,,,,,,Alkbh1,,,Poldip2,,,
Ppp1r7,,,,,,,,Csnk1g3,,,Egln1,,,
Scaper,,,,,,,,Ptch1,,,BC005561,,,
Otub1,,,,,,,,Setd1b,,,Brwd1,,,
Elob,,,,,,,,Mrpl20,,,C1d,,,
Slc35a5,,,,,,,,Marf1,,,Marf1,,,
Snrnp27,,,,,,,,Tlk2,,,Ylpm1,,,
Ctnnb1,,,,,,,,Ube2v1,,,Mrps26,,,
Tmem165,,,,,,,,Sucla2,,,Isca2,,,
Irs2,,,,,,,,Baz1b,,,Tor1aip2,,,
Timm9,,,,,,,,Ogfr,,,Nsd2,,,
Slc4a2,,,,,,,,Pa2g4,,,Arl6ip4,,,
Paics,,,,,,,,Snw1,,,Stx18,,,
Braf,,,,,,,,2410004B18Rik,,,Uqcrfs1,,,
Gdi1,,,,,,,,Sin3b,,,Smim19,,,
Eci2,,,,,,,,Fnbp4,,,Mvb12a,,,
Fam204a,,,,,,,,Med1,,,Higd2a,,,
BC031181,,,,,,,,Wtap,,,Czib,,,
Coa3,,,,,,,,Tnfrsf21,,,Med8,,,
Paf1,,,,,,,,Atp9a,,,Rer1,,,
Ppp3ca,,,,,,,,Prpf18,,,Dtx3,,,
Chmp5,,,,,,,,Fto,,,Atf2,,,
Fam174a,,,,,,,,Rab2a,,,Eif3l,,,
Eny2,,,,,,,,Stoml2,,,B3gat3,,,
C1d,,,,,,,,Sbno1,,,Ccdc127,,,
Gon4l,,,,,,,,Pkn2,,,Rnpc3,,,
Prdx3,,,,,,,,Rsl24d1,,,Krit1,,,
Cyc1,,,,,,,,Dmtf1,,,Sec63,,,
Hivep1,,,,,,,,Nfx1,,,Txndc12,,,
Emc4,,,,,,,,Mnt,,,Rbmx,,,
Ttr,,,,,,,,Wdr83os,,,Rc3h1,,,
Ngly1,,,,,,,,Stx5a,,,Cyb5b,,,
Tspyl4,,,,,,,,Dmac1,,,Vps29,,,
Mrpl28,,,,,,,,Gemin7,,,Mrpl13,,,
Srpk2,,,,,,,,Prpf4,,,Psmb3,,,
Vma21,,,,,,,,Sap30bp,,,Drap1,,,
Ddhd2,,,,,,,,Ophn1,,,Cerk,,,
Lsm6,,,,,,,,Fbl,,,Tbc1d17,,,
Zswim8,,,,,,,,Pknox1,,,Mpv17l2,,,
Sft2d3,,,,,,,,Kansl1,,,Tbc1d14,,,
Wasl,,,,,,,,Wdr12,,,R3hdm4,,,
Bad,,,,,,,,Sf3b4,,,Babam2,,,
Qars,,,,,,,,Eif2a,,,Ufl1,,,
Bclaf1,,,,,,,,Mapk1,,,Fam98b,,,
Prdx1,,,,,,,,Kansl1l,,,Atf7ip,,,
Lsm1,,,,,,,,Rpp21,,,Pa2g4,,,
Ulk2,,,,,,,,Rev1,,,Vps28,,,
Bud23,,,,,,,,2310022B05Rik,,,Arpp19,,,
Atp5a1,,,,,,,,Ndufa6,,,Herc2,,,
Prpf6,,,,,,,,Echs1,,,Pnisr,,,
Smc3,,,,,,,,Rnf44,,,Paf1,,,
1110004F10Rik,,,,,,,,Hivep1,,,Cct7,,,
Samm50,,,,,,,,Zcchc9,,,Grpel1,,,
Lias,,,,,,,,Gm11808,,,Rac1,,,
Cs,,,,,,,,Hspe1,,,Wipf1,,,
Tm9sf4,,,,,,,,Shoc2,,,Ubash3b,,,
Rprd2,,,,,,,,Hbs1l,,,Napg,,,
Tjp2,,,,,,,,Specc1l,,,Uba2,,,
Pnkd,,,,,,,,Txnl1,,,Ndufaf3,,,
Gins4,,,,,,,,Emd,,,C1qbp,,,
Fam76a,,,,,,,,Ppp1r35,,,Ppp3ca,,,
Rbfa,,,,,,,,Lpin1,,,Psmc4,,,
Vdac3,,,,,,,,Fam193a,,,Rbm42,,,
Tmem59,,,,,,,,Hnrnpu,,,Tmem230,,,
Mphosph8,,,,,,,,Brix1,,,Cs,,,
Sptssa,,,,,,,,Fbxo32,,,Smarcc1,,,
R3hdm2,,,,,,,,Slain2,,,Tmpo,,,
Mxi1,,,,,,,,Chkb,,,Stk25,,,
Gm42418,,,,,,,,Sec63,,,Parl,,,
Eif2b2,,,,,,,,Ccdc85b,,,Sap30l,,,
Pex7,,,,,,,,Siva1,,,Rtf2,,,
Ank2,,,,,,,,Zfand6,,,Tmco1,,,
Drg1,,,,,,,,Dnttip2,,,Bbip1,,,
Atp5mpl,,,,,,,,St13,,,Tmem222,,,
Mrps9,,,,,,,,Ncoa1,,,Txn2,,,
B4gat1,,,,,,,,Yaf2,,,Mrpl36,,,
Tspan31,,,,,,,,Tex10,,,Atp5g3,,,
Setd7,,,,,,,,Zfp318,,,Cic,,,
Smarcc2,,,,,,,,Plgrkt,,,Nsfl1c,,,
Tbl1x,,,,,,,,Clk4,,,Ik,,,
Lrrc8a,,,,,,,,Wdr18,,,Bicd2,,,
Lonp2,,,,,,,,Ndufaf7,,,Chd6,,,
Tbrg1,,,,,,,,Babam1,,,Fuca1,,,
Zfp318,,,,,,,,Gfpt1,,,Pigk,,,
Sdhb,,,,,,,,Psmc4,,,Snx6,,,
Acbd5,,,,,,,,Uqcr11,,,mt-Nd6,,,
Tmem131,,,,,,,,Psme4,,,Ctso,,,
Trmt112,,,,,,,,4632427E13Rik,,,Zfp871,,,
Vps13a,,,,,,,,Rsrp1,,,Smox,,,
Mrpl14,,,,,,,,Rsbn1l,,,Rangap1,,,
Atp5b,,,,,,,,5730455P16Rik,,,Trim24,,,
Zfp664,,,,,,,,Ndufs2,,,Kpna3,,,
Polr2l,,,,,,,,Ube2j2,,,Klhl24,,,
Nucks1,,,,,,,,Cyc1,,,P4hb,,,
Gadd45gip1,,,,,,,,Fundc2,,,Timm22,,,
Chordc1,,,,,,,,Nom1,,,Ctdsp2,,,
Hdac2,,,,,,,,Pip5k1a,,,Tm2d3,,,
Txlna,,,,,,,,Tm2d2,,,Anapc2,,,
Daam2,,,,,,,,Naxd,,,Eprs,,,
Sec62,,,,,,,,C1qbp,,,Med4,,,
Hsd17b4,,,,,,,,Bbc3,,,Ssbp3,,,
Cdc26,,,,,,,,Mrpl24,,,Romo1,,,
Tmem208,,,,,,,,Peli2,,,Bckdha,,,
Mrps24,,,,,,,,Nip7,,,Pdrg1,,,
Ndufv1,,,,,,,,Aco2,,,Mtrex,,,
Zfp655,,,,,,,,Wdr20,,,Rbm28,,,
Cep57,,,,,,,,Zfyve9,,,Agps,,,
Uqcrc1,,,,,,,,Ppp1cb,,,Maco1,,,
Mrps16,,,,,,,,Dnlz,,,Ccdc59,,,
Htatsf1,,,,,,,,Mrpl58,,,Yipf5,,,
Mkln1,,,,,,,,Nucks1,,,Stoml2,,,
Usp9x,,,,,,,,Ndufs1,,,Lrrfip2,,,
Surf1,,,,,,,,Eif1ad,,,Mrps18c,,,
Scamp1,,,,,,,,Add1,,,Eif6,,,
Atraid,,,,,,,,Nsmce3,,,Nedd8,,,
Dynlt3,,,,,,,,Rchy1,,,Esf1,,,
Thoc7,,,,,,,,Usp19,,,Snu13,,,
Kdm1a,,,,,,,,Nisch,,,Hspd1,,,
Spr,,,,,,,,Maip1,,,Ube2d2a,,,
Dnttip1,,,,,,,,Zfp706,,,Asna1,,,
Asna1,,,,,,,,Smg7,,,Ube2l3,,,
Mrpl53,,,,,,,,Lage3,,,Map3k4,,,
Dctn6,,,,,,,,Rnf20,,,Ssr2,,,
Pex3,,,,,,,,Ankrd17,,,4933434E20Rik,,,
Taf15,,,,,,,,Btbd9,,,Hnrnpul2,,,
Abhd4,,,,,,,,Iws1,,,Sdhb,,,
Tomm5,,,,,,,,Ppp4r2,,,Stx16,,,
Kansl3,,,,,,,,Fbxo22,,,Cxxc5,,,
Akt2,,,,,,,,Anapc2,,,Huwe1,,,
Tcaf1,,,,,,,,Anapc7,,,Arl5a,,,
Ash1l,,,,,,,,Paics,,,Stub1,,,
Hsd17b12,,,,,,,,B230219D22Rik,,,Mdp1,,,
Rb1,,,,,,,,Ddx41,,,Syf2,,,
Grpel1,,,,,,,,Rpl7l1,,,Mat2b,,,
Srp14,,,,,,,,Mrps18c,,,Fgfr1op2,,,
Higd2a,,,,,,,,Cxxc5,,,Mark3,,,
Gbf1,,,,,,,,Ergic2,,,Gatad2b,,,
Ndufb11,,,,,,,,Riok1,,,Nr2c2,,,
Cnih4,,,,,,,,Ppp2cb,,,Amfr,,,
Cnot1,,,,,,,,Gadd45gip1,,,Slc39a7,,,
Mrpl43,,,,,,,,Malsu1,,,Zfp280d,,,
Esf1,,,,,,,,Ywhab,,,Caml,,,
Ylpm1,,,,,,,,Fbxl20,,,Rev3l,,,
Ccnh,,,,,,,,Suz12,,,Cox6b1,,,
Ddx42,,,,,,,,Rad23b,,,Srpk2,,,
Cops5,,,,,,,,Crebbp,,,Nudcd3,,,
Sec11a,,,,,,,,Arfrp1,,,Cct5,,,
Snrpd1,,,,,,,,Atf4,,,Lonp2,,,
Zcchc7,,,,,,,,Rasa2,,,Scaf1,,,
Ei24,,,,,,,,4933434E20Rik,,,Psmd6,,,
Nfe2l1,,,,,,,,Mark3,,,Snapc1,,,
Ndufs6,,,,,,,,Jmy,,,Fam173a,,,
Hspa9,,,,,,,,Wdfy3,,,Ulk2,,,
Yipf5,,,,,,,,Auh,,,Cope,,,
Eri3,,,,,,,,Atp5l,,,Eif3j1,,,
Zkscan1,,,,,,,,Sf3a1,,,Kat7,,,
Cyp51,,,,,,,,Dnttip1,,,Mapkap1,,,
Ranbp1,,,,,,,,Mocs2,,,Rbis,,,
Emc8,,,,,,,,Rab14,,,Mrpl28,,,
Cnep1r1,,,,,,,,Nop10,,,Letm1,,,
Nbr1,,,,,,,,Rab9,,,Psmc6,,,
Top2b,,,,,,,,Vamp7,,,Stk16,,,
Mark3,,,,,,,,Ndufa10,,,Ino80b,,,
Jtb,,,,,,,,Uqcr10,,,Parg,,,
Gpatch8,,,,,,,,Tbpl1,,,Adrm1,,,
Sec63,,,,,,,,Senp6,,,Dpp8,,,
Clpp,,,,,,,,Atp6v1b2,,,Mbtps1,,,
Gosr2,,,,,,,,Lsm6,,,Thap12,,,
Sf3b5,,,,,,,,Ahsa1,,,Gsk3a,,,
Luc7l,,,,,,,,Kin,,,Mydgf,,,
Mrpl57,,,,,,,,Hnrnpul1,,,Dohh,,,
Spin1,,,,,,,,Nbr1,,,Ilkap,,,
Hebp1,,,,,,,,Cdadc1,,,Upf3b,,,
Timm13,,,,,,,,Taf1d,,,Brms1,,,
Ppp6r1,,,,,,,,Pcsk7,,,Hnrnph2,,,
Lrp10,,,,,,,,Fam13b,,,Psmd11,,,
Fip1l1,,,,,,,,Trmt1,,,Slc15a4,,,
Dnlz,,,,,,,,Scaf8,,,Rab1b,,,
Rpp25l,,,,,,,,Rbm3,,,Hnrnpl,,,
Stx18,,,,,,,,Atp5e,,,Wbp11,,,
Arhgap12,,,,,,,,2900097C17Rik,,,Blmh,,,
Myef2,,,,,,,,Vcp,,,Eapp,,,
Rif1,,,,,,,,Dpm2,,,Ralgapa1,,,
Jagn1,,,,,,,,Pdzd11,,,Srm,,,
2810004N23Rik,,,,,,,,Mrpl57,,,Mrps5,,,
Gtpbp4,,,,,,,,Araf,,,Cyc1,,,
Rgl2,,,,,,,,Rbm34,,,Cmip,,,
Mdm2,,,,,,,,Gnl2,,,Tollip,,,
Rhoq,,,,,,,,Fam32a,,,Tm2d1,,,
Unc50,,,,,,,,Sdhb,,,Rab14,,,
Cul5,,,,,,,,Vps41,,,Nudt9,,,
Ptbp1,,,,,,,,Nsmce1,,,Tsn,,,
Fh1,,,,,,,,Surf2,,,Rfc2,,,
Ndufa3,,,,,,,,Rprd2,,,Ndfip2,,,
Pin4,,,,,,,,Gabarap,,,Txlna,,,
Mrps36,,,,,,,,Mob1b,,,Klhl9,,,
Mrps10,,,,,,,,Ppp1r37,,,Ahcyl2,,,
Egln1,,,,,,,,Xrn1,,,Tnrc6b,,,
Pla2g12a,,,,,,,,Arf5,,,Puf60,,,
Gapvd1,,,,,,,,Aasdhppt,,,Xpa,,,
Ube2n,,,,,,,,Ccdc32,,,Arfgef1,,,
Slc25a11,,,,,,,,Commd4,,,Ppp6c,,,
Nf1,,,,,,,,Dctn6,,,Nsmce2,,,
Copz1,,,,,,,,Atp6v0d1,,,Ubr1,,,
